Common Name,SST (ºC) Boat,SST YSI,Sal. YSI,pH YSI,DO YSI,Depth (m),Area,Wind speed,Air Temp (°C),Cloud Coverage (%),Tidal Strenght
Skipjack Tuna,24,7,24,3,35,81,8,09,6,1,92,5,North Bazaruto,5,21,3555555555556,23,2,2,42267002518892
Bonito,24,3,23,9,35,8,8,18,5,56,77,3,North Bazaruto,5,21,49,3333333333333,2,39230769230769
Bonito,30,6,N/A,N/A,N/A,N/A,58,Marlin Pinnacles,5,26,0,1,53846153846154
Yellowfin Tuna,28,9,N/A,N/A,N/A,N/A,84,6,Marlin Pinnacles,4,75,27,37,3,35336658354115
Yellowfin Tuna,29,4,N/A,N/A,N/A,N/A,75,6,Marlin Pinnacles,4,5,27,43,2,90448877805486
Skipjack Tuna,30,N/A,N/A,N/A,N/A,72,5,Marlin Pinnacles,4,78333333333333,27,11,9166666666667,0,821212121212121
Skipjack Tuna,29,8,29,9,35,52,8,28,4,52,24,Canyon,3,26111111111111,27,23,6444444444444,2,17296587926509
Skipjack Tuna,33,8,29,5,35,3,8,29,4,32,44,Sailfish Bay,6,17777777777778,28,18,3777777777778,1,71538461538461
Yellowfin Tuna,33,8,29,5,35,3,8,29,4,32,44,Sailfish Bay,6,17777777777778,28,18,3777777777778,1,71538461538461
Bonito,33,8,30,6,35,08,8,28,5,23,166,Sailfish Bay,5,93333333333333,28,15,6888888888889,1,52461538461538
Skipjack Tuna,31,7,28,9,35,31,8,3,4,23,49,9,Sailfish Bay,2,43333333333333,28,44,8666666666667,2,84899497487437
Bonito,31,3,28,9,35,32,8,3,4,65,56,3,Sailfish Bay,2,22777777777778,28,44,4555555555556,3,15577889447236
Bonito,30,6,28,7,35,34,8,28,4,12,59,6,Home Reef,2,36666666666667,28,45,7111111111111,3,67814070351759
Bonito,30,3,28,4,35,31,8,28,3,93,59,8,2-Mile,2,75,28,47,5,3,86884422110553
Bonito,30,3,28,3,35,33,8,26,4,71,29,2-Mile,3,28,48,6666666666667,3,99321608040201
Bonito,30,2,27,4,39,69,8,27,4,47,12,9,Canyon,11,29,100,2,52950819672131
Bonito,29,8,29,4,34,35,8,31,5,17,43,5,Lighthouse,9,91111111111111,27,5444444444444,78,1333333333333,2,56885245901639
Bonito,30,3,N/A,N/A,N/A,N/A,18,9,Lighthouse,8,46111111111111,28,95,15,3,05835189309577
Bonito,29,8,29,6,35,44,8,31,4,1,23,4,Marlin Pinnacles,4,41666666666667,27,4166666666667,63,25,4,15116279069767
Bonito,29,5,29,35,48,8,33,4,13,19,7,Marlin Pinnacles,4,26666666666667,27,2666666666667,66,4,3,83093023255814
Bonito,30,29,35,02,8,29,4,7,89,1,Canyon,6,52222222222222,28,46,9222222222222,2,96488372093023
Yellowfin Tuna,31,2,29,3,35,36,8,25,4,89,60,Home Reef,8,43888888888889,28,64,1,2,47477876106195
Skipjack Tuna,31,2,29,3,35,36,8,25,4,89,60,Home Reef,8,43888888888889,28,64,1,2,47477876106195
Yellowfin Tuna,31,3,27,7,36,15,8,26,4,56,150,Canyon,9,20555555555556,28,7944444444444,48,3555555555556,1,59647577092511
Bonito,31,6,30,5,36,06,8,21,4,66,11,Gap,3,28,95,5277777777778,2,37655860349127
Bonito,31,28,4,35,82,8,26,5,09,31,2,San Sebastian,11,7666666666667,27,56,85,3,22641509433962
Bonito,29,5,N/A,N/A,N/A,N/A,23,4,Zitone,2,27,45,3,33743315508021
Yellowfin Tuna,29,4,N/A,N/A,N/A,N/A,44,2-Mile,11,9833333333333,26,6611111111111,48,7444444444444,3,78816120906801
Bonito,29,5,N/A,N/A,N/A,N/A,36,7,2-Mile,12,1333333333333,26,7111111111111,48,0444444444444,3,72241813602015
Yellowfin Tuna,29,4,N/A,N/A,N/A,N/A,30,2,2-Mile,12,5333333333333,26,8444444444444,46,1777777777778,3,54710327455919
Skipjack Tuna,27,2,N/A,N/A,N/A,N/A,53,Home Reef,12,8722222222222,27,48,3444444444444,3,17455919395466
Bonito,25,4,N/A,N/A,N/A,N/A,22,San Sebastian,7,58333333333333,24,46,9166666666667,2,27482837528604
Bonito,25,4,N/A,N/A,N/A,N/A,14,San Sebastian,7,33333333333333,24,48,6666666666667,2,07574370709382
Bonito,25,4,N/A,N/A,N/A,N/A,22,5,San Sebastian,7,24,51,1,81029748283753
Bonito,25,5,N/A,N/A,N/A,N/A,16,San Sebastian,5,2,24,63,6,0,376887871853547
